slice,n_alerts,n_1d,hit_1d,mean_bps_1d,t_ev_1d,t_day_1d,n_3d,hit_3d,mean_bps_3d,t_ev_3d,t_day_3d,n_5d,hit_5d,mean_bps_5d,t_ev_5d,t_day_5d,H1_mean_3d,H1_n_3d,H2_mean_3d,H2_n_3d,up_mean_3d,up_n_3d,down_mean_3d,down_n_3d,H1_mean_5d,H1_n_5d,H2_mean_5d,H2_n_5d,up_mean_5d,up_n_5d,down_mean_5d,down_n_5d
bull iv IV>60,125048,16149,0.4869651371601957,-1.2680329513291777,-0.2901356804393657,-0.07262813767743063,15530,0.48068254990341275,-17.875058707924122,-2.373824197086146,-0.2764566021988372,14882,0.49328047305469697,5.647013682178282,0.5888921291584283,-0.47552924113335676,8.362755507556594,9195,-55.958200256676314,6335,37.93359748820569,7536,-70.486271254088,7994,28.73050903067477,9195,-31.67543044116004,5687,94.57524534032576,7542,-85.72856168100266,7340
bear iv IV>60,118515,15996,0.5110027506876719,0.13282175460162918,0.030916460141189164,-0.680100599873741,15317,0.5190311418685121,16.099013707484456,2.126834573093903,-0.8717797907781678,14662,0.5045014322739053,-7.1184049522636395,-0.7324855019118186,-1.6514529737338113,-14.719060485553177,9206,62.52532544387858,6111,-32.31961700424852,7266,59.79666254010794,8051,-25.837238752391414,9206,24.46619621415426,5456,-90.6714087791316,7252,74.65303684968593,7410
bull pure-ask (share=1),119786,23642,0.48608408764063954,1.2671255406441784,0.4027171807984325,-1.1748984346465154,22895,0.47896920725049136,-6.760384120348068,-1.252223859890742,-1.0652057444741168,22060,0.4829555757026292,3.127387416881528,0.4530601154427892,-1.2656765489682138,-1.8670899221544073,11668,-11.438133438554354,11367,22.997190728705068,12908,-45.22146113562571,9987,5.677460031715953,11668,2.3794867070947574,10532,48.787427110664474,12869,-60.80461680673861,9191
bear pure-ask (share=1),61815,17370,0.5104778353483017,0.06290041632336336,0.01826101054683999,-0.39316200999734724,16683,0.5146556374752742,4.9217123694241165,0.8280795287860476,-0.0733465268613367,16099,0.5102180259643456,-9.09231612622876,-1.1825294293038473,-0.9406878680288233,1.291378748939721,8983,9.314338629057088,7798,-12.955036070367818,8944,25.58195762662777,7739,1.9557532951371626,8983,-24.314131225971025,7214,-44.795775938517785,8893,34.96969721136302,7206
bull pure-bid (put@bid),52173,15579,0.4879003787149368,4.823954794664988,1.3092203854916382,1.3017767154953896,15122,0.4925274434598598,11.030051758596821,1.7547790698790633,0.7811861365394256,14615,0.49066028053369826,15.992244977370882,1.9626780685446246,0.5273070607859457,14.491133103232801,7754,6.355198779860343,7440,39.009999407450586,8485,-24.740606038679676,6637,18.483337819565314,7754,13.360923503514938,6933,57.05915288639932,8473,-40.66029665616835,6142
bear pure-bid (call@bid),103689,22467,0.5128855654960609,-2.521829547796714,-0.7956028301437277,-0.060823217266229676,21732,0.5164734032762747,-1.4241959061219933,-0.26096111272619643,0.26287888125544123,20904,0.5117202449292002,-11.41740077911586,-1.6118176102043449,-0.3076574738018575,-5.4984945553678495,11025,4.386983849518924,10826,-31.228325242796213,12118,36.14252338884557,9614,-10.867352810766326,11025,-11.580853815743625,9998,-51.60212109153918,12086,43.660001091597266,8818
ETF bull,85363,4875,0.46892307692307694,-18.14156491077594,-3.0632876053000233,-1.531515187502688,4703,0.4497129491813736,-65.36639489933339,-6.688061854583566,-2.9131173467368425,4536,0.44488536155202824,-105.36859498430546,-8.369418720102438,-3.6601238609015305,-29.855396616444192,3014,-128.7353403254009,1689,-66.93299778796805,2131,-64.06840471438764,2572,-54.91242365366097,3014,-205.28640075997066,1522,-116.21464943097656,2116,-95.8850201044889,2420
ETF bear,87961,5045,0.512784935579782,16.913263817423832,2.843223050103364,1.5927121711242227,4860,0.5290123456790123,51.263540776807346,5.135515799540156,0.12292166330692215,4686,0.5396927016645326,88.00529500621008,6.939401517020285,0.33295948026234407,10.900968509426919,3147,125.4147462207339,1713,50.9093678011388,2221,51.561615115177865,2639,29.34537309972049,3147,207.95511582474333,1539,99.90897365079898,2210,77.38044451972316,2476
bull sweep prem>1M,1017,574,0.5348432055749129,20.44048759991816,0.8725470521522929,0.5103000172991736,555,0.5387387387387388,49.59599112654997,1.1531038796644257,0.7773319554368157,536,0.5317164179104478,106.10764033349358,2.073712577996228,0.9978882486643054,24.468116782909547,244,69.31046488811995,311,65.21373604477753,344,24.13388566744909,211,38.05992442316904,244,162.96943034075105,292,148.28017269090503,340,32.951206652269626,196
bear sweep prem>1M,913,571,0.4973730297723292,-4.1510185062594305,-0.16548988054479674,0.03688186912431926,555,0.4648648648648649,-28.326837017260345,-0.6712813739272914,-0.5311210999271937,532,0.44360902255639095,-111.03431267572051,-2.195882450335559,-2.086668650594968,27.18225700955446,241,-70.93095058561182,314,-78.60260516650514,330,45.410956268298705,225,-45.78321463717143,241,-165.07388184166666,291,-179.19845682328813,326,-3.1629000926766437,206
bull sweep OTM dte4-45,7522,3933,0.4785151284007119,-2.0619851485327425,-0.2415232816832258,-0.023553145162552448,3797,0.49565446405056623,20.038704824135266,1.423333489565623,0.5805805317023512,3645,0.5037037037037037,34.65291194355244,1.9540641473570046,1.1054173186010823,44.7964966488689,1899,-5.296444468914321,1913,84.03451484612204,2090,-58.315860463475936,1707,53.79519625076818,1899,16.13847208200068,1761,126.03401503556947,2078,-86.52764467751415,1567
bear sweep OTM dte4-45,7044,3698,0.5159545700378583,5.1066620987023175,0.601678016694306,0.12499635328335008,3547,0.5043698900479279,-3.432758513290614,-0.23261622651566932,-0.19331975050181655,3353,0.49448255293766774,-17.731952283616913,-0.9051961029741568,-0.6635031253918495,-32.691496256389264,1733,25.179534967014632,1823,-59.92272954448225,1899,61.66096417374393,1648,-35.128688947927564,1733,0.14646987918990345,1629,-88.85898555966877,1869,71.84784905933519,1484
bull voloi>3 OTM dte4-45,6662,3685,0.503663500678426,18.901773219747298,2.3086260669309278,0.7372364070497449,3597,0.5020850708924104,35.71629460201874,2.590650593075864,1.1389414189296143,3484,0.5057405281285878,41.92249029462943,2.3941199760688754,1.1103193675741565,50.42166403865308,1944,19.262363521306735,1658,80.72581745370394,1995,-20.334890222645416,1602,60.498212623730936,1944,19.912137189694928,1545,100.1237113694522,1975,-34.252070091570054,1509
bear voloi>3 OTM dte4-45,6513,3627,0.503170664460987,-7.246734888598481,-0.845176197487628,-0.47606255759720123,3504,0.5034246575342466,-9.462577626042735,-0.6524224702443499,-0.359177627783871,3399,0.501323918799647,-5.4009491437910135,-0.29633968466065946,-0.758357507549692,-1.4400223971556068,1954,-19.26909585694658,1555,-38.18769252694092,1857,22.92512023125413,1647,4.926517548212015,1954,-19.66307257735605,1450,-44.332884549511945,1847,40.93106419020804,1552
bull cluster prem>250k,25013,4732,0.507396449704142,28.15933456304581,3.769215776254766,1.795818049558575,4604,0.5156385751520417,54.748105974798975,4.274671138069184,2.0318379567540785,4445,0.521259842519685,86.61484499348161,5.32577450138606,2.6070555573103005,45.701217143639845,2305,62.792362154884756,2333,102.66029446694152,2624,-8.747642814787874,1980,69.188547584233,2305,106.93429646655234,2174,164.02799875570483,2611,-23.595484599301923,1834
bear cluster prem>250k,25475,4757,0.48728190035736807,-22.40437455488972,-3.054790812056068,-1.0380129926789459,4613,0.48710166919575115,-38.05941078267927,-3.025553819709013,-1.2491603619919105,4418,0.48030783159800816,-59.798755664971665,-3.7508188321258324,-1.8233237978386678,-49.92469100338269,2257,-27.103201164985148,2392,-76.2897625574986,2656,13.82603342474031,1957,-70.14771365653085,2257,-52.64671538290103,2197,-107.82864144772894,2617,9.992588640123182,1801
bull smallcap<2B sweep,2062,846,0.45508274231678486,-41.511122081568104,-1.3568505118436853,-1.4747580787881702,830,0.4457831325301205,-78.71829068883918,-1.5370046442217826,-1.3412934673863697,786,0.44147582697201015,-187.51962344526117,-3.1421702952889508,-1.4647577878788929,-78.82623632327613,434,-78.59998663493606,396,-3.712683080198561,378,-141.4442191757112,452,-179.38362217499596,434,-197.55094319325852,352,-47.13037467125457,376,-316.2668369550818,410
bull pure-ask voloi>3 prem>250k,3217,1666,0.5198079231692677,51.192686534603816,4.352853207773726,2.6837346995291953,1605,0.5258566978193147,50.541819919576525,2.4324720122547454,1.7934975405020734,1546,0.5407503234152652,106.89733984393175,4.1083799834998596,2.592421698286113,31.256445263932402,789,68.86612421479285,817,103.91038042712988,882,-14.56339497345537,723,59.041862025221384,789,156.04238301871956,758,184.89348694218134,875,5.188504209105543,671
bear pure-ask voloi>3 prem>250k,2655,1626,0.492619926199262,-3.9330467358794743,-0.32362582091112235,-0.4059011502689831,1576,0.49048223350253806,7.222524616426346,0.32268761385767586,-0.4808932400281797,1519,0.48518762343647137,-31.74310041850096,-1.1194410531592147,-1.047044349069222,1.760039069954046,845,14.237653575205991,736,-2.412529196254228,925,20.91288525656388,651,4.937379548808391,845,-78.49273672685149,679,-40.71891298385431,911,-18.294144420085,608
