Date,Symbol,Type,Premium,Spot Price,Strike Price,Price,Bid,Ask,Contracts,Open Interest,Order Type,Expiring,Golden Sweep,Highly Unusual,Unusual,Aggressive,Sales Flow,Bid/Ask,Delta,IV,ExpiryDate,BidAskSpread,ExpiresInDays
2025-03-07 16:33:04,IWM,PUT,2144599.0,202.7994,193,1.79,1.79,1.8,11981,32253,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.224,0.3394,2025-03-21,0.01,14
2025-03-07 16:33:00,SPY,PUT,791000.0,567.535,580,28.25,28.2,28.33,280,7680,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,-0.5418,0.1778,2025-07-18,0.13,133
2025-03-07 16:33:00,AMZN,CALL,117500.0,194.225,190,12.5,12.4,12.5,94,1812,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.6125,0.3735,2025-04-17,0.1,41
2025-03-07 16:32:57,TSLA,PUT,138105.0,254.9109,265,17.05,16.95,17.05,81,14738,Block,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.6127,0.7892,2025-03-14,0.1,7
2025-03-07 16:32:56,CRM,PUT,330000.0,277.55,270,16.5,16.1,16.5,200,3735,Block,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.3887,0.3666,2025-06-20,0.4,105
2025-03-07 16:32:56,XLK,PUT,211365.0,213.8503,235,21.35,20.9,21.35,99,111,Block,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.9363,0.2556,2025-03-28,0.45,21
2025-03-07 16:32:54,AMZN,CALL,105000.0,194.361,195,17.5,17.45,17.6,60,152,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,0.5707,0.345,2025-07-18,0.15,133
2025-03-07 16:32:48,AMZN,CALL,505000.0,194.3797,200,25.25,25.05,25.25,200,7082,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.5817,0.3344,2026-01-16,0.2,315
2025-03-07 16:32:47,TSLA,CALL,100979.0,254.7338,255,3.1955,3.2,3.3,316,1423,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,0.4938,1.3775,2025-03-07,0.1,0
2025-03-07 16:32:44,NVDA,PUT,122000.0,109.655,110,15.25,15.25,15.35,80,37078,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.4114,0.5134,2025-09-19,0.1,196
